AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2014-2015,4.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2012-2013,6.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2015-2016,6.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2023-2024,10.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2015-2016,7.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2014-2015,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2024-2025,9.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2022-2023,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2013-2014,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2016-2017,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2019-2020,15.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2021-2022,16.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2018-2019,15.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2017-2018,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2020-2021,12.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2012-2013,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2013-2014,13.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2023-2024,10.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2019-2020,12.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2017-2018,10.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2020-2021,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2018-2019,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2015-2016,6.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2022-2023,9.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2024-2025,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2016-2017,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2021-2022,13.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2012-2013,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2014-2015,7.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2013-2014,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2019-2020,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2012-2013,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2021-2022,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2023-2024,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2024-2025,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2018-2019,15.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2020-2021,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2015-2016,7.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2022-2023,3.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2016-2017,10.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2014-2015,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",2017-2018,12.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
